-0.01211852892347353|-0.02047675526041651|01-Gênesis
-0.012152648571705066|-0.02040349057446785|02-Êxodo
-0.0122755730553024|-0.02057534951332074|03-Levítico
-0.012143618284617982|-0.02055707953399343|04-Números
-0.012247618035055781|-0.020353236036419853|05-Deuteronômio
-0.011896194487513246|-0.020570783030155675|06-Josué
-0.012076014634660775|-0.02049868104013337|07-Juízes
-0.012120629932449946|-0.02237902193719172|08-Rute
-0.011909914729515253|-0.020689149274731956|09-ISamuel
-0.011465460887154662|-0.02055887709295411|10-IISamuel
-0.011473174078787323|-0.020481012443114295|11-IReis
-0.011354188378975196|-0.020480481776209505|12-IIReis
-0.011956413318377277|-0.02054746747938685|13-ICrônicas
-0.011546881838785985|-0.02048767770539212|14-IICrônicas
-0.010948730441987027|-0.020463505407481423|15-Esdras
-0.011656441234231369|-0.020462434558498842|16-Neemias
0.03023684664504442|-0.012677553181301959|17-Ester
-0.012296599669542406|-0.020251828195362354|18-Jó
-0.012314274217075035|-0.020327178532686972|19-Salmos
-0.012340785369327088|-0.020221056847088196|20-Provérbios
-0.012204333813722459|-0.020208592987613277|21-Eclesiastes
-0.012282095285589571|-0.02010063756920337|22-Cântico
-0.012201669899912046|-0.020402896230173478|23-Isaias
-0.011907423067945044|-0.020417076283060154|24-Jeremias
-0.012181416125238615|-0.020340851472006823|25-Lamentações
-0.012146511127843705|-0.02046505666010875|26-Ezequiel
-0.011074764324011171|-0.02036267510861349|27-Daniel
-0.012186590519598329|-0.020469355473892312|28-Oséias
-0.012311363244458817|-0.020713753768163527|29-Joel
-0.012152385616997522|-0.020595068673331395|30-Amós
-0.01253381545612617|-0.021828879045492775|31-Obadias
-0.01197892972716387|-0.022100004837563463|32-Jonas
-0.012272007653261323|-0.020509179374125178|33-Miquéias
-0.012240990790783432|-0.020859853758736974|34-Naum
-0.012342440880206178|-0.02059566541799277|35-Habacuque
-0.012147693640889292|-0.0205891536683299|36-Sofonias
-0.011922115638067375|-0.021222076171417345|37-Ageu
-0.012111866471932966|-0.020613131559725998|38-Zacarias
-0.01245130270696686|-0.020653684714468476|39-Malaquias
-0.012631946589164472|-0.020230829723133045|40-Mateus
-0.012645036146429155|-0.020216447834566092|41-Marcos
-0.01254993408318755|-0.020218660227453656|42-Lucas
-0.01272665974070119|-0.01993755665522903|43-João
-0.012317013971538296|-0.020051477126483905|44-Atos
-0.01302104891908496|-0.020111132550746407|45-Romanos
-0.012934629151762585|-0.02002381412597429|46-ICoríntios
-0.01307400504387672|-0.020095446825083015|47-IICoríntios
-0.0133380389077739|-0.020095328627895342|48-Galatas
-0.01379804885221766|-0.01969345127100019|49-Efésios
-0.013881646448135427|-0.01996705006373197|50-Filipenses
-0.013623544103129059|-0.019964973276295556|51-Colossenses
-0.013498573753981447|-0.020030372094717162|52-ITessalonicenses
-0.01427686852906104|-0.020068830202196387|53-IITessalonicenses
-0.013576759341227653|-0.01978564627789253|54-ITimóteo
-0.013702599014487343|-0.019778722660656656|55-IITimóteo
-0.013788511917704183|-0.020032469270387303|56-Tito
-0.01608025252774129|-0.019595339487439113|57-Filemom
-0.012641209998741373|-0.02023133475115295|58-Hebreus
-0.012724901425502623|-0.020256707346567315|59-Tiago
-0.01324994883350043|-0.020303084616609793|60-IPedro
-0.013417042893476066|-0.020345005379969517|61-IIPedro
-0.013575800120790222|-0.019588013230058036|62-IJoão
-0.017359093103517857|-0.014885007496999853|63-IIJoão
-0.019207168731845827|0.02055527252698675|64-IIIJoão
-0.014231253370331404|-0.020637736897443328|65-Judas
-0.01231848846014203|-0.020292811810482637|66-Apocalipse
